Date,Close
6/28/2011,502
6/29/2011,500
6/30/2011,500
7/1/2011,502
7/4/2011,500
7/5/2011,500
7/6/2011,500
7/7/2011,500
7/12/2011,500
7/13/2011,500
7/14/2011,502.5
7/15/2011,502.5
7/18/2011,500
7/19/2011,502.5
7/21/2011,500
7/27/2011,504.5
8/2/2011,505
8/4/2011,502.5
8/5/2011,504.5
8/8/2011,502.5
8/9/2011,502.5
8/10/2011,502.5
8/11/2011,502.5
8/15/2011,500.5
8/16/2011,502.5
8/17/2011,502.5
8/18/2011,505
8/23/2011,502.5
8/25/2011,502.5
8/29/2011,500
9/1/2011,505
9/5/2011,507.5
9/7/2011,505
9/12/2011,507.5
9/15/2011,507.5
9/16/2011,507.5
9/20/2011,507.5
9/23/2011,507.5
9/26/2011,507.5
9/28/2011,507.5
10/4/2011,507.5
10/10/2011,507.5
10/11/2011,507.5
10/14/2011,507.5
10/18/2011,506.5
10/19/2011,506.5
10/21/2011,505
10/28/2011,507.5
10/31/2011,500
11/1/2011,500
11/2/2011,500.5
11/4/2011,500
11/8/2011,500
11/14/2011,500
11/17/2011,500
11/18/2011,500
11/22/2011,500
12/6/2011,500
12/7/2011,500
12/8/2011,500
12/9/2011,502.5
12/13/2011,500
12/20/2011,500
12/21/2011,500
12/23/2011,500
12/27/2011,500
1/2/2012,500
1/9/2012,500
1/12/2012,500
1/23/2012,500
1/24/2012,500
1/27/2012,500
2/6/2012,500
2/10/2012,500
2/22/2012,500
2/27/2012,500
3/5/2012,500
3/7/2012,500
3/19/2012,500
3/20/2012,500
3/29/2012,500
4/2/2012,500
4/3/2012,500
4/11/2012,500
4/18/2012,500
4/25/2012,500
5/11/2012,500
5/28/2012,500
6/11/2012,500
6/14/2012,500
6/15/2012,500
6/19/2012,500
6/20/2012,500
6/21/2012,500
6/25/2012,500
6/29/2012,500
7/2/2012,500
7/3/2012,500
7/11/2012,500
7/24/2012,500
7/30/2012,500
7/31/2012,500
8/8/2012,500
8/13/2012,500
8/14/2012,500
8/21/2012,500
8/27/2012,514
8/29/2012,515
9/4/2012,500
9/5/2012,500
9/6/2012,500
9/10/2012,500
9/13/2012,500
9/14/2012,500
9/18/2012,500
9/21/2012,500
9/25/2012,500
10/1/2012,500
10/12/2012,500
10/16/2012,500
10/19/2012,500
11/1/2012,515
11/13/2012,500
11/20/2012,500
11/21/2012,500
11/23/2012,500
11/30/2012,500
12/7/2012,500
12/10/2012,515
12/11/2012,500
12/17/2012,500
1/7/2013,500
1/9/2013,500
1/11/2013,500
1/14/2013,500
1/15/2013,500
1/17/2013,500
1/21/2013,500
1/23/2013,500
1/24/2013,500
1/28/2013,500
1/29/2013,500
1/31/2013,500
2/8/2013,510.5
2/12/2013,500.5
2/13/2013,515
2/15/2013,515
2/18/2013,515
2/22/2013,515
3/4/2013,515
3/5/2013,515
3/6/2013,515
3/11/2013,515
3/14/2013,515
3/19/2013,515
3/20/2013,515
3/25/2013,515
3/26/2013,515
4/9/2013,515
4/15/2013,515
4/19/2013,515
5/2/2013,500
5/7/2013,515
5/8/2013,515
5/13/2013,515
5/16/2013,515
5/20/2013,515
5/24/2013,515
5/27/2013,515
5/31/2013,515
6/7/2013,515
6/12/2013,515
6/13/2013,515
6/19/2013,515
6/26/2013,515
7/2/2013,516.5
7/9/2013,520
7/15/2013,517.5
7/19/2013,520
7/22/2013,517.5
7/23/2013,517.5
7/26/2013,518
7/30/2013,517.5
8/1/2013,515
8/7/2013,515
8/16/2013,515
8/26/2013,517.5
8/28/2013,515
9/2/2013,515
9/4/2013,515
9/12/2013,515
9/17/2013,515
9/23/2013,515
9/26/2013,515
10/3/2013,515
10/7/2013,515
10/8/2013,517.5
10/11/2013,517.5
10/14/2013,516.5
10/17/2013,515
10/21/2013,517.5
10/28/2013,517.5
10/31/2013,520
11/4/2013,520
11/6/2013,517.5
11/7/2013,517.5
11/8/2013,517.5
11/14/2013,595
11/22/2013,595
11/25/2013,595
11/26/2013,595
11/29/2013,595
12/2/2013,595
12/3/2013,595
12/4/2013,595
12/5/2013,595
12/6/2013,595
12/9/2013,595
12/10/2013,595
12/11/2013,595
12/12/2013,595
12/13/2013,595
12/16/2013,595
12/18/2013,595
12/19/2013,595
12/20/2013,595
12/23/2013,595
12/24/2013,595
12/27/2013,595
12/30/2013,595
12/31/2013,595
1/2/2014,595
1/3/2014,595
1/6/2014,595
1/7/2014,595
1/8/2014,595
1/9/2014,600
1/10/2014,595
1/13/2014,600
1/14/2014,600
1/15/2014,595
1/16/2014,595
1/17/2014,595
1/20/2014,595
1/21/2014,595
1/23/2014,595
1/24/2014,595
1/27/2014,595
1/28/2014,595
1/29/2014,595
1/30/2014,595
1/31/2014,595
2/3/2014,595
2/4/2014,595
2/5/2014,595
2/14/2014,595
2/17/2014,595
2/20/2014,595
2/26/2014,595
2/28/2014,595
3/4/2014,595
3/5/2014,595
3/6/2014,595
3/12/2014,602.5
3/19/2014,605
3/20/2014,602.5
4/1/2014,602.5
4/2/2014,602.5
4/3/2014,602.5
4/7/2014,605
4/8/2014,605
4/10/2014,605
4/14/2014,602.5
4/16/2014,605
4/22/2014,610
4/23/2014,610
4/28/2014,607.5
5/7/2014,607.5
5/8/2014,610
5/15/2014,610
5/21/2014,610.5
5/22/2014,610
5/27/2014,617.5
5/28/2014,610
5/29/2014,605
5/30/2014,615
6/2/2014,605
6/4/2014,607.5
6/10/2014,607.5
6/12/2014,600
6/16/2014,600
6/24/2014,610
8/18/2014,650
8/25/2014,650
8/29/2014,650
9/5/2014,650
9/8/2014,701
9/9/2014,650
9/16/2014,650
9/17/2014,650
9/23/2014,650
9/30/2014,650
10/6/2014,650
10/7/2014,650
10/13/2014,650
10/15/2014,747
10/16/2014,651
10/17/2014,650
10/21/2014,650
10/23/2014,658
10/27/2014,697
11/12/2014,697
11/13/2014,660
11/14/2014,674
11/28/2014,680
12/1/2014,690
12/2/2014,695
12/5/2014,696
12/8/2014,697
12/10/2014,703
12/11/2014,701
1/6/2015,705
1/13/2015,710
1/15/2015,710
1/16/2015,710
1/19/2015,710
1/20/2015,710
1/21/2015,710
1/29/2015,711
2/9/2015,714
2/11/2015,715
2/13/2015,714
2/16/2015,715
2/24/2015,810
2/25/2015,800
2/26/2015,809
2/27/2015,800
3/2/2015,780
3/6/2015,782
3/9/2015,801
3/20/2015,850
3/24/2015,850
3/25/2015,850
3/26/2015,850
3/27/2015,850
3/30/2015,850
4/1/2015,850
4/7/2015,850
4/15/2015,850
4/27/2015,891
4/29/2015,891
4/30/2015,893
5/6/2015,895
5/7/2015,895
5/11/2015,896
5/12/2015,896
5/13/2015,896
5/15/2015,896
5/18/2015,900
5/21/2015,901
5/22/2015,901
5/27/2015,901
6/8/2015,902
6/10/2015,902
6/12/2015,901
6/15/2015,901
6/16/2015,902
6/17/2015,902
6/25/2015,902
7/8/2015,903
7/9/2015,905
7/13/2015,906
7/14/2015,907
7/15/2015,907
7/21/2015,914
7/24/2015,915
7/27/2015,917
7/28/2015,917
8/4/2015,930
8/7/2015,936
8/10/2015,939
8/13/2015,951
8/17/2015,951
8/18/2015,953
8/20/2015,951
8/24/2015,980
8/25/2015,980
8/26/2015,982
8/27/2015,950
8/28/2015,980
8/31/2015,980
9/1/2015,955
9/2/2015,980
9/3/2015,980
9/7/2015,980
9/8/2015,980
9/9/2015,980
9/10/2015,980
9/11/2015,958
9/15/2015,980
9/16/2015,980
9/21/2015,980
9/23/2015,970
9/28/2015,980
9/29/2015,980
9/30/2015,980
10/1/2015,980
10/2/2015,980
