Date,Price
8/18/2022,1337.62
8/19/2022,1319.65
8/22/2022,1344.13
8/23/2022,1326.87
8/24/2022,1313.51
8/25/2022,1298.34
8/26/2022,1296.65
8/29/2022,1300.59
8/30/2022,1288.91
8/31/2022,1280.14
9/1/2022,1277.97
9/2/2022,1272.72
9/5/2022,1276.77
9/6/2022,1282.29
9/7/2022,1298.66
9/8/2022,1295.11
9/9/2022,1295.75
9/12/2022,1291.54
9/13/2022,1274.61
9/14/2022,1274.92
9/15/2022,1276.41
9/16/2022,1270.32
9/19/2022,1247.17
9/20/2022,1242.84
9/21/2022,1199.45
9/22/2022,1244.6
9/23/2022,1256.86
9/26/2022,1245.92
9/27/2022,1250.63
9/28/2022,1253.18
9/29/2022,1263.28
9/30/2022,1263.28
10/3/2022,1254.97
10/4/2022,1260.94
10/5/2022,1242.85
10/6/2022,1232.33
10/7/2022,1221.1
10/10/2022,1220.01
10/11/2022,1219.33
10/12/2022,1218.77
10/13/2022,1211.65
10/14/2022,1207.7
10/17/2022,1257.51
10/18/2022,1261.24
10/19/2022,1258.43
10/20/2022,1254.49
10/21/2022,1254.76
10/24/2022,1248.13
10/25/2022,1262.52
10/26/2022,1259.08
10/27/2022,1260.55
10/28/2022,1263.34
10/31/2022,1257.55
11/1/2022,1253.67
11/2/2022,1247.38
11/3/2022,1240.07
11/4/2022,1239.91
11/7/2022,1232.49
11/8/2022,1215.59
11/9/2022,1208.22
11/10/2022,1205.15
11/11/2022,1205.38
11/14/2022,1205.34
11/15/2022,1211.8
11/16/2022,1217.34
11/17/2022,1229.78
11/18/2022,1230.28
11/21/2022,1231.18
11/22/2022,1231.18
11/23/2022,1216.68
11/24/2022,1215.06
11/25/2022,1216.38
11/28/2022,1219.63
11/29/2022,1216.99
11/30/2022,1228.03
12/1/2022,1220.93
12/2/2022,1217.32
12/5/2022,1208.74
12/6/2022,1201.99
12/7/2022,1201.22
12/8/2022,1201.39
12/9/2022,1209.88
12/12/2022,1203.82
12/13/2022,1204.08
12/14/2022,1212.94
12/15/2022,1212.94
12/16/2022,1225.83
12/19/2022,1202.69
12/20/2022,1198.32
12/21/2022,1197.88
12/22/2022,1191.92
12/23/2022,1199.5
12/27/2022,1196.11
12/28/2022,1196.11
12/29/2022,1219.78
12/30/2022,1212.58
1/2/2023,1213.79
1/3/2023,1215.21
1/4/2023,1219.8
1/5/2023,1219.8
1/6/2023,1215.21
1/9/2023,1223.38
1/10/2023,1498.02
1/11/2023,1224.73
1/12/2023,1219.52
1/13/2023,1223.16
1/16/2023,1222.2
1/17/2023,1221.79
1/18/2023,1226.69
1/19/2023,1213.89
1/20/2023,1214.79
1/23/2023,1213.98
1/24/2023,1210.28
1/25/2023,1212.05
1/27/2023,1212.05
1/30/2023,1176.87
1/31/2023,1217.75
2/1/2023,1212.73
2/2/2023,1205.88
2/3/2023,1211.67
2/6/2023,1211.22
2/7/2023,1217.16
2/8/2023,1218.68
2/9/2023,1209.39
2/10/2023,1211.27
2/13/2023,1215.93
2/14/2023,1214.6
2/15/2023,1213.3
2/17/2023,1215.1
2/20/2023,1218.24
2/21/2023,1205.34
2/22/2023,1207.5
2/23/2023,1214.45
2/24/2023,1212.06
2/27/2023,1207.11
2/28/2023,1207.93
3/1/2023,1207.52
3/2/2023,1206.23
3/3/2023,1199.14
3/6/2023,1196.48
3/7/2023,1187.4
3/9/2023,1174.73
3/10/2023,1170.45
3/13/2023,1159.3
3/14/2023,1154.53
3/15/2023,1151.89
3/16/2023,1151.08
3/17/2023,1152.8
3/20/2023,1122.35
3/21/2023,1090.63
3/22/2023,1082.02
3/23/2023,1092.95
3/24/2023,1106.01
3/27/2023,1107.49
3/28/2023,1113.07
3/29/2023,1133.9
3/30/2023,1136.35
3/31/2023,1148.26
4/3/2023,1133.16
4/4/2023,1139.73
4/5/2023,1146.22
4/6/2023,1138.73
4/11/2023,1137.92
4/12/2023,1137.85
4/13/2023,1144.41
4/14/2023,1128.98
4/17/2023,1122.21
4/18/2023,1119.71
4/19/2023,1119.71
4/20/2023,1119.91
4/24/2023,1123.08
4/25/2023,1112.01
4/26/2023,1119.82
4/27/2023,1118.61
4/28/2023,1116.42
5/2/2023,1122.03
5/3/2023,1112.58
5/4/2023,1110.37
5/5/2023,1108.85
5/8/2023,1089.41
5/9/2023,1091.16
5/10/2023,1082.43
5/11/2023,1069.24
5/12/2023,1053.26
5/15/2023,1045.34
5/16/2023,1028.42
5/17/2023,1028.03
5/18/2023,1041.45
5/19/2023,1041.46
5/22/2023,1042.17
5/23/2023,1033.65
5/24/2023,1033.61
5/25/2023,1017.29
5/26/2023,1019.46
5/29/2023,1021.39
5/30/2023,1024.05
5/31/2023,1041.05
6/1/2023,1050.1
6/2/2023,1047.16
6/5/2023,1040.02
6/6/2023,1033.71
6/7/2023,1036.26
6/8/2023,1048.58
6/12/2023,1048.09
6/13/2023,1048.16
6/14/2023,1051.73
6/15/2023,1049.86
6/16/2023,1032.83
6/19/2023,1021.04
6/20/2023,1018.78
6/21/2023,1010.31
6/22/2023,1006.67
6/23/2023,1007.08
6/26/2023,998.16
6/27/2023,1007.16
6/29/2023,1008.57
6/30/2023,1017.68
7/3/2023,1020.16
7/4/2023,1012.56
7/5/2023,1026.75
7/6/2023,1024.57
7/7/2023,1022.33
7/10/2023,1029.05
7/11/2023,1026.9
7/12/2023,1026.66
7/13/2023,1031.68
7/14/2023,1038.53
7/17/2023,1047.6
7/18/2023,1048.42
7/19/2023,1058.4
7/20/2023,1058.43
7/21/2023,1050.45
7/24/2023,1054.94
7/25/2023,1043.27
7/26/2023,1040.49
7/27/2023,1037.98
7/28/2023,1020.61
7/31/2023,1008.66
8/1/2023,1000.21
8/2/2023,988.58
8/3/2023,985.5
8/4/2023,984.76
8/7/2023,989.99
8/8/2023,992.6
8/9/2023,992.5
8/10/2023,1000.99
8/11/2023,1010.23
8/14/2023,1004.4
8/15/2023,997.3
8/16/2023,995.92
8/17/2023,988.69
8/18/2023,981.43
8/21/2023,986.73
8/22/2023,974.9
8/23/2023,961.4
8/24/2023,961.18
8/25/2023,959.7
8/28/2023,962.18
8/29/2023,956.05
8/30/2023,958.18
8/31/2023,955.62
9/1/2023,960.21
9/4/2023,956.41
9/5/2023,954.8
9/6/2023,952.12
9/7/2023,953.33
9/8/2023,953.72
9/11/2023,946.32
9/12/2023,941.67
9/13/2023,942.17
9/14/2023,944.39
9/15/2023,945.01
9/18/2023,946.87
9/19/2023,943.46
9/20/2023,943.12
9/21/2023,947.79
9/22/2023,947.25
9/25/2023,948.2
9/26/2023,948.28
9/27/2023,943.56
9/28/2023,939.29
9/29/2023,939.25
10/2/2023,928.33
10/3/2023,925.75
10/4/2023,928.53
10/5/2023,919.7
10/6/2023,928.74
10/10/2023,797.38
10/11/2023,923.89
10/12/2023,932.36
10/13/2023,918.11
10/16/2023,928.27
10/17/2023,927.64
10/18/2023,929.09
10/19/2023,942.58
10/20/2023,935.66
10/23/2023,936.24
10/24/2023,933.03
10/25/2023,932.71
10/26/2023,930.88
10/27/2023,930.07
10/30/2023,925.85
10/31/2023,926.94
11/1/2023,921.02
11/2/2023,917.1
11/3/2023,913.09
11/6/2023,913.08
11/7/2023,902.05
11/8/2023,896.44
11/9/2023,895.79
11/10/2023,897.93
11/13/2023,894.75
11/14/2023,896.25
11/15/2023,897.66
11/16/2023,900.9
11/17/2023,906.2
11/20/2023,904.13
11/21/2023,903.28
11/22/2023,907.47
11/23/2023,908.09
11/24/2023,908.82
11/27/2023,908.33
11/28/2023,907.72
11/29/2023,908.84
11/30/2023,901.49
12/1/2023,896.81
12/4/2023,889.32
12/5/2023,894.49
12/6/2023,893.98
12/7/2023,889.66
12/8/2023,891.04
12/11/2023,893.77
12/12/2023,895.22
12/13/2023,895.22
12/14/2023,891.16
12/15/2023,883.61
12/18/2023,874.89
12/19/2023,877.08
12/20/2023,876.44
12/21/2023,875.19
12/22/2023,873.04
12/27/2023,868.88
12/28/2023,872.3
12/29/2023,872.5
1/2/2024,871.22
1/3/2024,875.11
1/4/2024,876.23
1/5/2024,887.51
1/8/2024,889.29
1/9/2024,890.96
1/10/2024,891.17
1/11/2024,883.51
1/12/2024,883.19
1/15/2024,888.7
1/16/2024,879.27
1/17/2024,880.57
1/18/2024,879.14
1/19/2024,870.26
1/22/2024,870.95
1/23/2024,871.14
1/24/2024,871.56
1/25/2024,871.21
1/29/2024,872.8
1/30/2024,859.49
1/31/2024,857.32
2/1/2024,862.71
2/2/2024,865.04
2/5/2024,865.93
2/6/2024,873.83
2/7/2024,872.36
2/8/2024,872.64
2/9/2024,876.19
2/12/2024,875.89
2/13/2024,877.55
2/14/2024,880.4
2/15/2024,892.11
2/19/2024,907.96
2/20/2024,909.81
2/21/2024,911.13
2/22/2024,909.22
2/23/2024,913.97
2/26/2024,925.49
2/27/2024,928.05
2/28/2024,924.35
2/29/2024,918.74
3/1/2024,914.14
3/4/2024,917.25
3/5/2024,921.79
3/6/2024,927.44
3/7/2024,928.64
3/11/2024,931.5
3/12/2024,945.15
3/13/2024,939.11
3/14/2024,939.66
3/15/2024,961.41
3/18/2024,973.19
3/19/2024,987.69
3/20/2024,992.33
3/21/2024,996.18
3/22/2024,1016.18
3/25/2024,1012.82
3/26/2024,1022.33
3/27/2024,1044.02
3/28/2024,1071.92
4/2/2024,1078.05
4/3/2024,1061.89
4/4/2024,1062.62
4/5/2024,1059.65
4/8/2024,1060.79
4/9/2024,1061.45
4/11/2024,1060.16
4/12/2024,1053.27
4/15/2024,1060.28
4/16/2024,1053.93
4/17/2024,1055.36
4/18/2024,1039.41
4/19/2024,1040.05
4/22/2024,1045.05
4/23/2024,1033.16
4/24/2024,1032.14
4/25/2024,1037.46
4/26/2024,1031.24
4/29/2024,1030.14
4/30/2024,1039.19
5/2/2024,1035.95
5/3/2024,1037.37
5/6/2024,1021.89
5/7/2024,1021.44
5/8/2024,1030.95
5/9/2024,1029.64
5/13/2024,1046.43
5/14/2024,1044.25
5/15/2024,1053.96
5/16/2024,1051.71
5/17/2024,1050.4
5/20/2024,1051.72
5/21/2024,1065.27
5/22/2024,1078.74
5/23/2024,1081.57
5/24/2024,1079.31
5/27/2024,1085.4
5/28/2024,1084.69
5/29/2024,1070.29
5/30/2024,1080.36
5/31/2024,1086.52
6/4/2024,1088.46
6/5/2024,1085.33
6/6/2024,1072.76
6/7/2024,1070.7
6/10/2024,1074.62
6/11/2024,1069.64
6/12/2024,1067.62
6/13/2024,1061.83
6/14/2024,1060.37
6/17/2024,1055.99
6/18/2024,1058.28
6/19/2024,1094.68
6/20/2024,1057.38
6/21/2024,1054.06
6/24/2024,1068.19
6/25/2024,1055.13
6/26/2024,1053.41
6/27/2024,1031.07
6/28/2024,1028.93
7/1/2024,1025.79
7/2/2024,1027.55
7/3/2024,1023.26
7/4/2024,1019.66
7/5/2024,1020.61
7/8/2024,1023.22
7/9/2024,1029.32
7/10/2024,1041.94
7/11/2024,1041.45
7/12/2024,1047.68
7/15/2024,1042.2
7/16/2024,1044.96
7/17/2024,1041.31
7/18/2024,1041.05
7/19/2024,1043.28
7/22/2024,1044.37
7/23/2024,1038.73
7/24/2024,1032.29
7/25/2024,1030.17
7/26/2024,1021.33
7/29/2024,1026.64
7/30/2024,1023.11
7/31/2024,1021.27
8/1/2024,1029.65
8/2/2024,1027.12
8/5/2024,1022.53
8/6/2024,1021.75
8/7/2024,1016.98
8/8/2024,1018.35
8/9/2024,1009.05
8/12/2024,1011.73
8/13/2024,1022.8
8/14/2024,1023.65
8/15/2024,1021.39
8/16/2024,1020.74
8/19/2024,1022.73
8/20/2024,1023.06
8/21/2024,1018.23
8/22/2024,1027.98
8/23/2024,1028.33
8/26/2024,1030.31
8/27/2024,1024.14
8/28/2024,1036.47
8/29/2024,1035.55
8/30/2024,1034.64
9/2/2024,1035.82
9/3/2024,1040.84
9/4/2024,1046.31
9/5/2024,1055.03
9/6/2024,1058.42
9/9/2024,1058.49
9/10/2024,1059.3
9/11/2024,1059.39
9/12/2024,1064.31
9/13/2024,1063.46
9/16/2024,1061.09
9/17/2024,1059.19
9/18/2024,1067.18
9/19/2024,1059.2
9/20/2024,1069.81
9/23/2024,1069.21
9/24/2024,1078.08
9/25/2024,1078.76
9/26/2024,1087.84
9/27/2024,1095.61
9/30/2024,1093.71
10/1/2024,1096.43
10/2/2024,1093.02
10/3/2024,1097.06
10/4/2024,1103.13
10/7/2024,1115.57
10/8/2024,1116.78
10/10/2024,1121.38
10/11/2024,1134.27
10/14/2024,1128.11
10/15/2024,1128.21
10/16/2024,1140.06
10/17/2024,1135.21
10/18/2024,1150.24
10/21/2024,1172.07
10/22/2024,1172.67
10/23/2024,1177.23
10/24/2024,1175.77
10/25/2024,1177.86
10/28/2024,1156.5
10/29/2024,1156.58
10/30/2024,1161.68
10/31/2024,1160.51
11/1/2024,1157.01
11/4/2024,1158.5
11/5/2024,1166.68
11/6/2024,1168.05
11/7/2024,1168.92
11/8/2024,1171.83
11/11/2024,1176.32
11/12/2024,1182.12
11/13/2024,1185.55
11/14/2024,1189.16
11/15/2024,1192.74
11/18/2024,1184.11
11/19/2024,1184.8
11/20/2024,1183.13
11/21/2024,1180.76
11/22/2024,1166.22
11/25/2024,1168.27
11/26/2024,1163.52
11/27/2024,1165.06
11/28/2024,1153.31
11/29/2024,1140.26
12/2/2024,1147.76
12/3/2024,1140.41
12/4/2024,1146.74
12/5/2024,1138.82
12/6/2024,1132.91
12/9/2024,1141.47
12/10/2024,1140.25
12/11/2024,1141.02
12/12/2024,1151.1
12/13/2024,1149.97
12/16/2024,1176.83
12/17/2024,1174.38
12/18/2024,1165.28
12/19/2024,1171.54
12/20/2024,1159.11
12/23/2024,1164.74
12/24/2024,1166.59
12/27/2024,1164.97
12/30/2024,1177.19
12/31/2024,1194.8
1/2/2025,1209.11
1/3/2025,1216.29
1/6/2025,1217.9
1/7/2025,1233.09
1/8/2025,1237.09
1/9/2025,1250.38
1/10/2025,1257.44
1/13/2025,1264.92
1/14/2025,1278.75
1/15/2025,1288.06
1/16/2025,1287.64
